amount,is_weekend,is_high_value,is_new_customer,days_since_signup,shipping_billing_mismatch,actual_fraud,predicted_fraud,fraud_probability
1174.29,1,1,0,159,1,False,0,0.31976485
229.44,0,0,0,217,1,False,0,0.31976485
152.96,0,0,0,257,1,False,0,0.31976485
657.33,0,1,1,24,1,True,0,0.31976485
141.51,1,0,0,120,1,True,0,0.31976485
866.96,0,1,0,240,1,False,0,0.31976485
811.86,0,1,0,199,1,False,0,0.31976485
466.17,0,0,0,246,1,False,0,0.31976485
258.7,0,0,0,128,1,False,0,0.31976485
197.45,0,0,0,64,1,False,0,0.31976485
770.52,0,1,0,213,1,False,0,0.31976485
1139.76,0,1,0,222,1,False,0,0.31976485
385.25,0,0,0,83,1,False,0,0.31976485
775.8,0,1,0,204,1,False,0,0.31976485
219.1,0,0,0,254,1,False,0,0.31976485
843.6,0,1,0,223,1,False,0,0.31976485
890.32,0,1,0,246,1,False,0,0.31976485
290.24,0,0,0,165,1,False,0,0.31976485
966.04,0,1,0,243,1,False,0,0.31976485
376.99,0,0,0,255,1,True,0,0.31976485
289.0,1,0,0,279,1,False,0,0.31976485
754.04,0,1,0,320,1,False,0,0.31976485
433.66,0,0,0,187,1,False,0,0.31976485
726.42,0,1,0,173,1,False,0,0.31976485
673.6,0,1,0,200,1,False,0,0.31976485
624.51,0,1,0,263,1,False,0,0.31976485
467.7,0,0,0,263,1,False,0,0.31976485
930.3,0,1,0,215,1,False,0,0.31976485
483.02,1,0,0,131,1,False,0,0.31976485
168.4,0,0,0,304,1,False,0,0.31976485
456.2,0,0,0,88,1,False,0,0.31976485
96.8,0,0,0,236,1,False,0,0.31976485
964.47,1,1,0,343,1,False,0,0.31976485
498.74,0,0,0,158,1,False,0,0.31976485
96.09,0,0,0,215,1,False,0,0.31976485
28.75,1,0,0,125,1,False,0,0.31976485
385.4,0,0,0,256,1,False,0,0.31976485
120.82,0,0,0,282,1,False,0,0.31976485
669.52,1,1,0,300,1,True,0,0.31976485
1458.69,1,1,0,316,1,False,0,0.31976485
331.82,0,0,0,47,1,False,0,0.31976485
289.23,0,0,0,124,1,False,0,0.31976485
596.54,0,1,0,277,1,False,0,0.31976485
1331.55,0,1,0,270,1,False,0,0.31976485
273.73,0,0,0,227,1,False,0,0.31976485
305.83,0,0,0,302,1,False,0,0.31976485
35.68,1,0,0,262,1,False,0,0.31976485
54.94,0,0,0,289,1,False,0,0.31976485
389.49,0,0,0,131,1,False,0,0.31976485
120.59,0,0,0,289,1,False,0,0.31976485
493.86,0,0,0,89,1,False,0,0.31976485
670.34,1,1,0,167,1,True,0,0.31976485
242.61,0,0,0,274,1,False,0,0.31976485
229.47,0,0,0,87,1,False,0,0.31976485
12.57,1,0,0,206,1,False,0,0.31976485
137.48,1,0,0,135,1,False,0,0.31976485
193.02,0,0,0,181,1,False,0,0.31976485
58.36,0,0,0,236,1,False,0,0.31976485
597.54,0,1,0,244,1,False,0,0.31976485
264.82,0,0,0,175,1,False,0,0.31976485
71.85,0,0,0,121,1,False,0,0.31976485
206.57,0,0,0,65,1,False,0,0.31976485
421.22,0,0,0,209,1,False,0,0.31976485
168.4,0,0,0,30,1,False,0,0.31976485
31.25,1,0,0,319,1,False,0,0.31976485
126.18,0,0,0,171,1,False,0,0.31976485
156.59,0,0,0,165,1,False,0,0.31976485
338.17,0,0,0,114,1,False,0,0.31976485
515.76,0,1,0,211,1,False,0,0.31976485
237.98,1,0,0,259,1,False,0,0.31976485
450.38,0,0,0,146,1,False,0,0.31976485
218.87,0,0,0,259,1,False,0,0.31976485
225.19,1,0,0,174,1,False,0,0.31976485
964.47,0,1,0,298,1,False,0,0.31976485
165.69,0,0,0,254,1,False,0,0.31976485
1354.77,0,1,0,239,1,False,0,0.31976485
410.18,0,0,0,78,1,False,0,0.31976485
129.64,0,0,0,333,1,False,0,0.31976485
431.12,0,0,0,95,1,False,0,0.31976485
1253.07,0,1,0,275,1,False,0,0.31976485
406.43,0,0,0,289,1,False,0,0.31976485
54.55,1,0,0,67,1,False,0,0.31976485
406.62,0,0,0,119,1,False,0,0.31976485
233.85,0,0,0,105,1,False,0,0.31976485
533.58,1,1,0,283,1,False,0,0.31976485
1111.53,0,1,0,214,1,False,0,0.31976485
773.22,1,1,0,182,1,False,0,0.31976485
856.26,0,1,0,237,1,False,0,0.31976485
244.36,0,0,0,135,1,False,0,0.31976485
433.81,0,0,0,251,1,False,0,0.31976485
667.96,0,1,0,222,1,False,0,0.31976485
230.53,0,0,0,218,1,False,0,0.31976485
475.02,0,0,0,186,1,False,0,0.31976485
340.18,0,0,0,145,1,False,0,0.31976485
912.24,0,1,0,323,1,True,0,0.31976485
611.66,1,1,0,81,1,True,0,0.31976485
1313.73,0,1,0,93,1,False,0,0.31976485
111.2,0,0,0,226,1,False,0,0.31976485
115.5,0,0,0,127,1,False,0,0.31976485
979.47,0,1,0,291,1,False,0,0.31976485
895.65,0,1,0,209,1,False,0,0.31976485
679.34,1,1,0,113,1,False,0,0.31976485
886.94,0,1,0,180,1,False,0,0.31976485
519.6,0,1,0,121,1,False,0,0.31976485
208.17,1,0,0,112,1,True,0,0.31976485
691.59,0,1,0,248,1,False,0,0.31976485
1384.65,0,1,0,142,1,False,0,0.31976485
130.65,0,0,0,155,1,False,0,0.31976485
967.92,0,1,0,179,1,False,0,0.31976485
489.39,0,0,0,180,1,False,0,0.31976485
193.6,0,0,0,272,1,False,0,0.31976485
1425.06,0,1,0,111,1,False,0,0.31976485
180.14,0,0,0,83,1,False,0,0.31976485
146.35,0,0,0,161,1,False,0,0.31976485
930.5,0,1,0,194,1,True,0,0.31976485
917.49,0,1,0,336,1,False,0,0.31976485
1485.36,0,1,0,121,1,False,0,0.31976485
475.02,0,0,0,115,1,False,0,0.31976485
356.58,1,0,0,340,1,False,0,0.31976485
611.58,0,1,0,34,1,False,0,0.31976485
484.17,0,0,0,35,1,False,0,0.31976485
361.77,0,0,0,144,1,False,0,0.31976485
26.03,0,0,0,90,1,False,0,0.31976485
272.75,1,0,0,118,1,False,0,0.31976485
364.12,1,0,0,225,1,False,0,0.31976485
758.4,0,1,0,89,1,False,0,0.31976485
108.3,0,0,0,306,1,False,0,0.31976485
393.49,0,0,0,168,1,False,0,0.31976485
1325.67,1,1,0,257,1,False,0,0.31976485
966.94,0,1,0,278,1,False,0,0.31976485
51.95,0,0,0,213,1,False,0,0.31976485
745.35,0,1,0,121,1,True,0,0.31976485
623.34,0,1,0,91,1,False,0,0.31976485
206.57,0,0,0,176,1,False,0,0.31976485
433.81,0,0,0,264,1,False,0,0.31976485
780.22,0,1,0,227,1,False,0,0.31976485
23.0,0,0,0,253,1,False,0,0.31976485
108.3,0,0,0,143,1,False,0,0.31976485
545.5,0,1,0,125,1,False,0,0.31976485
55.23,0,0,0,170,1,False,0,0.31976485
161.74,0,0,0,119,1,False,0,0.31976485
912.4,1,1,0,108,1,True,0,0.31976485
362.68,0,0,0,263,1,False,0,0.31976485
1395.51,0,1,0,131,1,False,0,0.31976485
705.57,1,1,0,185,1,False,0,0.31976485
240.0,0,0,0,76,1,False,0,0.31976485
483.15,0,0,0,114,1,False,0,0.31976485
478.75,1,0,0,87,1,False,0,0.31976485
111.82,0,0,0,261,1,False,0,0.31976485
998.7,1,1,0,287,1,False,0,0.31976485
1131.72,0,1,0,95,1,False,0,0.31976485
490.32,0,0,0,179,1,False,0,0.31976485
421.85,1,0,0,323,1,False,0,0.31976485
1395.75,0,1,0,83,1,False,0,0.31976485
971.68,1,1,0,182,1,False,0,0.31976485
1069.74,0,1,0,313,1,False,0,0.31976485
179.11,0,0,0,322,1,False,0,0.31976485
1225.38,0,1,0,315,1,False,0,0.31976485
168.4,0,0,0,232,1,False,0,0.31976485
682.2,0,1,0,148,1,False,0,0.31976485
224.67,0,0,0,239,1,False,0,0.31976485
211.3,0,0,0,187,1,False,0,0.31976485
87.13,0,0,1,26,1,False,0,0.31976485
490.58,0,0,0,37,1,False,0,0.31976485
98.61,0,0,0,321,1,False,0,0.31976485
239.76,0,0,0,220,1,False,0,0.31976485
191.58,1,0,0,107,1,False,0,0.31976485
447.98,0,0,0,142,1,False,0,0.31976485
886.46,0,1,0,137,1,False,0,0.31976485
975.06,0,1,0,126,1,False,0,0.31976485
416.34,0,0,0,41,1,True,0,0.31976485
146.67,0,0,0,150,1,False,0,0.31976485
74.21,1,0,0,93,1,False,0,0.31976485
87.13,0,0,0,231,1,False,0,0.31976485
456.2,0,0,0,292,1,False,0,0.31976485
934.05,0,1,0,292,1,False,0,0.31976485
462.96,0,0,0,168,1,False,0,0.31976485
1014.51,0,1,0,302,1,False,0,0.31976485
251.54,0,0,0,344,1,False,0,0.31976485
210.89,0,0,0,287,1,False,0,0.31976485
108.3,0,0,0,103,1,False,0,0.31976485
530.31,0,1,0,126,1,False,0,0.31976485
463.99,0,0,0,105,1,False,0,0.31976485
95.01,0,0,0,298,1,False,0,0.31976485
489.39,0,0,0,58,1,False,0,0.31976485
675.57,1,1,0,339,1,False,0,0.31976485
867.62,0,1,0,106,1,False,0,0.31976485
516.78,0,1,0,177,1,False,0,0.31976485
131.84,0,0,0,38,1,False,0,0.31976485
253.05,1,0,0,144,1,False,0,0.31976485
282.34,0,0,0,52,1,False,0,0.31976485
473.4,0,0,0,157,1,False,0,0.31976485
322.19,0,0,0,88,1,False,0,0.31976485
46.3,0,0,0,140,1,False,0,0.31976485
676.34,0,1,0,250,1,False,0,0.31976485
1324.86,1,1,0,174,1,False,0,0.31976485
669.09,1,1,0,32,1,False,0,0.31976485
646.11,1,1,0,164,1,True,0,0.31976485
377.24,0,0,0,148,1,False,0,0.31976485
822.3,1,1,0,145,1,False,0,0.31976485
334.76,1,0,0,134,1,False,0,0.31976485
843.6,0,1,0,96,1,False,0,0.31976485
696.96,0,1,0,136,1,False,0,0.31976485
596.54,1,1,0,99,1,False,0,0.31976485
420.36,0,0,0,67,1,False,0,0.31976485
174.24,0,0,0,148,1,False,0,0.31976485
1180.47,0,1,0,254,1,False,0,0.31976485
332.9,1,0,0,299,1,False,0,0.31976485
46.01,0,0,0,148,1,False,0,0.31976485
308.47,0,0,0,198,1,False,0,0.31976485
298.46,1,0,0,233,1,False,0,0.31976485
1064.19,0,1,0,87,1,False,0,0.31976485
150.51,0,0,0,212,1,True,0,0.31976485
250.08,0,0,0,204,1,False,0,0.31976485
815.16,1,1,0,204,1,True,0,0.31976485
1481.67,0,1,1,28,1,False,0,0.31976485
854.72,0,1,0,68,1,False,0,0.31976485
282.66,1,0,0,47,1,False,0,0.31976485
298.55,1,0,0,176,1,False,0,0.31976485
337.75,0,0,0,53,1,False,0,0.31976485
290.72,1,0,0,165,1,False,0,0.31976485
455.8,0,0,0,118,1,False,0,0.31976485
1225.38,0,1,0,309,1,False,0,0.31976485
451.83,0,0,0,106,1,False,0,0.31976485
380.66,1,0,0,140,1,False,0,0.31976485
174.24,0,0,0,140,1,False,0,0.31976485
433.66,0,0,0,177,1,False,0,0.31976485
72.2,1,0,0,161,1,False,0,0.31976485
355.65,1,0,0,40,1,False,0,0.31976485
1371.57,1,1,0,201,1,False,0,0.31976485
433.66,0,0,0,277,1,False,0,0.31976485
640.42,0,1,0,218,1,True,0,0.31976485
439.42,0,0,0,205,1,False,0,0.31976485
673.56,0,1,0,308,1,False,0,0.31976485
235.19,0,0,0,256,1,False,0,0.31976485
969.68,0,1,0,181,1,False,0,0.31976485
197.86,1,0,0,295,1,False,0,0.31976485
110.55,1,0,0,151,1,False,0,0.31976485
190.34,0,0,0,94,1,False,0,0.31976485
482.23,0,0,0,269,1,False,0,0.31976485
925.44,0,1,0,170,1,False,0,0.31976485
474.01,0,0,0,326,1,False,0,0.31976485
1013.25,1,1,0,101,1,False,0,0.31976485
487.44,0,0,0,335,1,False,0,0.31976485
111.82,0,0,0,151,1,False,0,0.31976485
867.62,0,1,0,139,1,False,0,0.31976485
84.35,0,0,0,50,1,False,0,0.31976485
229.96,0,0,0,149,1,False,0,0.31976485
55.23,1,0,0,257,1,False,0,0.31976485
1073.37,0,1,0,134,1,False,0,0.31976485
866.96,1,1,0,116,1,False,0,0.31976485
1088.04,0,1,0,116,1,False,0,0.31976485
537.33,0,1,0,237,1,False,0,0.31976485
13.52,0,0,0,222,1,False,0,0.31976485
958.56,0,1,0,171,1,False,0,0.31976485
103.48,1,0,0,132,1,False,0,0.31976485
451.59,1,0,0,209,1,False,0,0.31976485
118.99,0,0,0,116,1,False,0,0.31976485
246.6,0,0,0,318,1,False,0,0.31976485
1219.86,1,1,0,252,1,True,0,0.31976485
616.14,1,1,0,224,1,False,0,0.31976485
388.65,1,0,0,198,1,False,0,0.31976485
97.22,0,0,0,210,1,False,0,0.31976485
14.56,0,0,0,270,1,False,0,0.31976485
518.08,0,1,0,88,1,False,0,0.31976485
160.25,0,0,0,286,1,False,0,0.31976485
483.09,0,0,0,275,1,False,0,0.31976485
258.63,0,0,0,282,1,False,0,0.31976485
176.04,0,0,0,279,1,False,0,0.31976485
1381.5,0,1,0,184,1,False,0,0.31976485
188.44,0,0,0,226,1,False,0,0.31976485
351.8,1,0,0,195,1,False,0,0.31976485
656.61,0,1,0,273,1,False,0,0.31976485
61.71,1,0,0,326,1,False,0,0.31976485
773.64,0,1,0,146,1,False,0,0.31976485
800.37,1,1,0,40,1,True,0,0.31976485
119.4,0,0,0,162,1,False,0,0.31976485
1351.41,1,1,0,223,1,True,0,0.31976485
368.16,1,0,0,135,1,False,0,0.31976485
62.25,1,0,0,178,1,False,0,0.31976485
109.92,1,0,0,54,1,False,0,0.31976485
720.0,0,1,0,302,1,False,0,0.31976485
472.22,0,0,0,153,1,False,0,0.31976485
462.72,0,0,0,261,1,False,0,0.31976485
193.6,1,0,0,77,1,False,0,0.31976485
111.58,1,0,0,200,1,False,0,0.31976485
1452.51,0,1,0,265,1,False,0,0.31976485
421.85,0,0,0,293,1,False,0,0.31976485
92.02,0,0,0,129,1,False,0,0.31976485
28.75,1,0,0,84,1,False,0,0.31976485
343.1,0,0,0,155,1,False,0,0.31976485
199.22,0,0,0,221,1,False,0,0.31976485
797.86,1,1,0,157,1,False,0,0.31976485
302.24,0,0,0,217,1,False,0,0.31976485
422.6,1,0,0,316,1,False,0,0.31976485
239.74,1,0,0,312,1,False,0,0.31976485
665.8,0,1,0,289,1,False,0,0.31976485
188.44,0,0,0,184,1,False,0,0.31976485
508.4,1,1,0,211,1,False,0,0.31976485
261.3,0,0,0,129,1,False,0,0.31976485
82.68,0,0,0,285,1,False,0,0.31976485
165.91,1,0,0,104,1,False,0,0.31976485
234.62,0,0,0,79,1,False,0,0.31976485
197.22,0,0,0,161,1,False,0,0.31976485
103.9,0,0,0,283,1,False,0,0.31976485
709.46,0,1,0,219,1,False,0,0.31976485
479.28,0,0,0,139,1,False,0,0.31976485
92.02,0,0,0,74,1,False,0,0.31976485
140.73,0,0,0,159,1,False,0,0.31976485
152.98,0,0,0,112,1,False,0,0.31976485
405.67,0,0,0,183,1,False,0,0.31976485
271.84,0,0,0,234,1,False,0,0.31976485
592.35,0,1,0,155,1,False,0,0.31976485
32.4,0,0,0,180,1,False,0,0.31976485
54.94,0,0,0,92,1,False,0,0.31976485
64.82,0,0,0,164,1,False,0,0.31976485
1421.01,1,1,0,327,1,True,0,0.31976485
293.34,0,0,0,90,1,False,0,0.31976485
1289.4,0,1,0,116,1,False,0,0.31976485
42.9,0,0,0,236,1,False,0,0.31976485
270.12,1,0,0,209,1,False,0,0.31976485
274.59,0,0,0,192,1,False,0,0.31976485
362.66,1,0,0,247,1,False,0,0.31976485
1351.41,0,1,0,200,1,False,0,0.31976485
251.54,0,0,0,348,1,False,0,0.31976485
235.22,0,0,0,102,1,False,0,0.31976485
1301.43,1,1,0,168,1,True,0,0.31976485
519.6,0,1,0,327,1,False,0,0.31976485
198.72,0,0,0,106,1,False,0,0.31976485
883.08,0,1,0,88,1,False,0,0.31976485
273.73,0,0,0,208,1,False,0,0.31976485
41.5,0,0,0,277,1,False,0,0.31976485
172.09,1,0,0,252,1,False,0,0.31976485
227.4,0,0,0,222,1,False,0,0.31976485
48.38,0,0,0,105,1,False,0,0.31976485
975.06,0,1,0,215,1,False,0,0.31976485
646.68,0,1,0,342,1,False,0,0.31976485
811.86,0,1,0,256,1,False,0,0.31976485
219.57,0,0,0,312,1,False,0,0.31976485
498.74,0,0,0,80,1,False,0,0.31976485
44.1,1,0,0,156,1,False,0,0.31976485
322.19,0,0,0,333,1,False,0,0.31976485
213.73,0,0,0,139,1,False,0,0.31976485
1437.84,0,1,0,269,1,False,0,0.31976485
148.42,0,0,0,115,1,False,0,0.31976485
311.58,1,0,0,190,1,False,0,0.31976485
232.32,0,0,0,157,1,False,0,0.31976485
514.65,0,1,0,130,1,False,0,0.31976485
309.52,0,0,0,89,1,False,0,0.31976485
988.14,1,1,0,289,1,False,0,0.31976485
461.06,1,0,0,300,1,False,0,0.31976485
816.92,0,1,0,185,1,False,0,0.31976485
439.42,0,0,0,64,1,False,0,0.31976485
83.94,0,0,0,117,1,False,0,0.31976485
257.65,1,0,0,201,1,False,0,0.31976485
818.25,0,1,0,281,1,False,0,0.31976485
77.82,1,0,0,215,1,False,0,0.31976485
435.37,0,0,0,310,1,False,0,0.31976485
292.7,0,0,0,340,1,False,0,0.31976485
12.57,0,0,0,95,1,False,0,0.31976485
409.85,1,0,0,170,1,False,0,0.31976485
390.11,1,0,1,23,1,False,0,0.31976485
1422.03,0,1,0,82,1,False,0,0.31976485
1349.79,0,1,0,279,1,False,0,0.31976485
258.63,0,0,0,255,1,False,0,0.31976485
166.35,1,0,0,218,1,False,0,0.31976485
587.1,0,1,0,138,1,False,0,0.31976485
1496.07,1,1,0,341,1,False,0,0.31976485
437.49,0,0,0,145,1,False,0,0.31976485
155.16,1,0,0,276,1,False,0,0.31976485
82.68,0,0,0,132,1,False,0,0.31976485
254.2,1,0,0,30,1,False,0,0.31976485
449.04,0,0,0,220,1,False,0,0.31976485
281.46,1,0,0,118,1,False,0,0.31976485
52.06,0,0,0,100,1,False,0,0.31976485
109.92,0,0,0,86,1,False,0,0.31976485
206.57,1,0,0,326,1,False,0,0.31976485
1423.2,0,1,0,47,1,False,0,0.31976485
335.17,0,0,0,142,1,False,0,0.31976485
126.44,1,0,0,121,1,False,0,0.31976485
665.8,0,1,0,107,1,False,0,0.31976485
310.78,1,0,0,326,1,False,0,0.31976485
85.8,0,0,0,159,1,False,0,0.31976485
673.56,0,1,0,224,1,False,0,0.31976485
65.69,0,0,0,183,1,False,0,0.31976485
475.02,1,0,0,241,1,False,0,0.31976485
292.36,0,0,0,267,1,False,0,0.31976485
665.68,0,1,0,127,1,False,0,0.31976485
238.46,0,0,0,49,1,False,0,0.31976485
592.35,1,1,0,258,1,False,0,0.31976485
93.29,0,0,0,166,1,False,0,0.31976485
701.01,0,1,0,110,1,False,0,0.31976485
17.28,1,0,0,159,1,False,0,0.31976485
96.09,0,0,0,114,1,False,0,0.31976485
240.03,1,0,0,280,1,False,0,0.31976485
117.31,0,0,0,86,1,False,0,0.31976485
125.77,0,0,0,335,1,False,0,0.31976485
355.65,0,0,0,81,1,False,0,0.31976485
642.98,0,1,0,300,1,False,0,0.31976485
746.7,0,1,0,235,1,False,0,0.31976485
604.86,1,1,0,81,1,False,0,0.31976485
203.94,0,0,0,166,1,False,0,0.31976485
397.23,0,0,0,266,1,False,0,0.31976485
88.59,0,0,0,209,1,False,0,0.31976485
723.98,1,1,0,349,1,False,0,0.31976485
146.38,0,0,0,110,1,False,0,0.31976485
431.42,0,0,0,308,1,False,0,0.31976485
389.49,1,0,0,213,1,False,0,0.31976485
325.4,0,0,0,69,1,False,0,0.31976485
39.7,0,0,0,186,1,False,0,0.31976485
679.34,0,1,0,64,1,False,0,0.31976485
1468.17,0,1,0,153,1,False,0,0.31976485
307.26,0,0,0,39,1,False,0,0.31976485
155.22,0,0,1,24,1,False,0,0.31976485
549.18,1,1,0,251,1,False,0,0.31976485
883.24,1,1,0,168,1,False,0,0.31976485
344.94,0,0,0,104,1,False,0,0.31976485
746.7,1,1,0,65,1,False,0,0.31976485
1449.06,0,1,0,41,1,False,0,0.31976485
73.12,0,0,0,133,1,False,0,0.31976485
1335.48,0,1,0,237,1,False,0,0.31976485
120.59,0,0,0,92,1,False,0,0.31976485
543.99,0,1,0,65,1,False,0,0.31976485
355.65,0,0,0,325,1,False,0,0.31976485
485.1,0,0,0,70,1,False,0,0.31976485
144.55,1,0,0,147,1,False,0,0.31976485
1005.51,0,1,0,137,1,False,0,0.31976485
188.47,1,0,0,34,1,False,0,0.31976485
359.61,0,0,0,53,1,False,0,0.31976485
73.19,1,0,0,60,1,False,0,0.31976485
353.54,0,0,0,235,1,False,0,0.31976485
1422.03,0,1,0,236,1,False,0,0.31976485
761.32,0,1,0,273,1,False,0,0.31976485
758.13,0,1,0,273,1,False,0,0.31976485
874.94,0,1,0,333,1,False,0,0.31976485
1200.6,1,1,0,177,1,False,0,0.31976485
362.46,0,0,0,145,1,False,0,0.31976485
462.96,0,0,0,204,1,False,0,0.31976485
580.48,0,1,0,207,1,False,0,0.31976485
129.55,0,0,0,294,1,False,0,0.31976485
88.59,0,0,0,216,1,False,0,0.31976485
351.73,0,0,0,135,1,False,0,0.31976485
647.16,0,1,0,142,1,False,0,0.31976485
1349.79,0,1,0,229,1,False,0,0.31976485
467.34,0,0,0,112,1,False,0,0.31976485
337.75,0,0,0,179,1,False,0,0.31976485
519.96,0,1,0,260,1,False,0,0.31976485
129.55,0,0,0,274,1,False,0,0.31976485
800.37,0,1,0,70,1,False,0,0.31976485
149.64,0,0,0,205,1,False,0,0.31976485
1190.16,0,1,0,183,1,False,0,0.31976485
255.13,0,0,0,212,1,False,0,0.31976485
420.34,0,0,0,139,1,False,0,0.31976485
393.28,0,0,0,318,1,False,0,0.31976485
328.13,1,0,0,182,1,False,0,0.31976485
58.68,0,0,0,155,1,False,0,0.31976485
161.05,0,0,0,233,1,False,0,0.31976485
465.25,0,0,0,268,1,False,0,0.31976485
27.66,1,0,0,290,1,False,0,0.31976485
114.03,1,0,0,164,1,True,0,0.31976485
379.32,0,0,0,264,1,False,0,0.31976485
103.14,0,0,0,92,1,False,0,0.31976485
762.6,1,1,0,188,1,True,0,0.31976485
